source_key,term,pronunciation,pos,definition_zh,relation_type,relation_term,exam_tag,difficulty,etymology,example_en,example_zh,collection,unit,group,source_page,pdf_page,printed_page
ceec-108:level-2:goat,goat,gәut,n.,"n. 山羊, 替罪羊, 色鬼",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:gold,gold,gәuld,adj.|n.,"n. 黃金, 錢財, 金塊, 金色, 寶貴\na. 金的, 似金的, 金色的, 金制的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:golden,golden,'gәuldn,adj.,"a. 金的, 含金的, 金色的, 貴重的, 繁盛的\n[法] 金制的, 金色的, 興隆的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:goose,goose,gu:s,n.,"n. 鵝, 雌鵝, 鵝肉, 彎把熨斗\nvt. 與...性交, 突然加大油門, 使生色, 喝倒彩",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:govern,govern,'gʌvәn,v.,"v. 統治, 支配, 管理",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:government,government,'gʌvәnmәnt,n.,"n. 政府, 內閣\n[經] 政府, 政治, 政體",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:gradual,gradual,'grædʒuәl,adj.,"a. 逐漸的, 漸增的\nn. 彌撒升階聖歌",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:grain,grain,grein,n.,"n. 穀粒, 顆粒, 穀類, 紋理, 本質\nv. (使)成穀粒",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:gram,gram,græm,n.,"n. 克, 綠豆, 鷹嘴豆\n[醫] 克",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:grand,grand,grænd,adj.,"a. 莊重的, 壯觀的, 顯赫的, 重大的, 最高的, 雄偉的, 宏大的, 豪華的, 傲慢的\n[法] 重大的, 主要的, 偉大的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:grape,grape,greip,n.,"n. 葡萄, 葡萄樹\n[醫] 葡萄",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:greet,greet,gri:t,v.,"vt. 問候, 致敬, 歡迎, 映入眼簾",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:growth,growth,grәuθ,n.,"n. 生長, 栽培, 增長\n[計] 等比級數",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:guard,guard,gɑ:d,n.|v.,"n. 守衛者, 警戒, 護衛隊, 防護裝置\nvt. 保衛, 看守, 當心\nvi. 防止, 警惕, 警衛, 看守",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:guava,guava,'^wɑ:vә,n.,n. 番石榴,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:guest,guest,gest,n.,"n. 客人, 來賓, 旅客\n[化] 客體",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:guide,guide,gaid,n.|v.,"n. 引導者, 導遊, 指南, 路標\nvt. 指導, 支配, 管理, 帶領, 操縱\nvi. 任嚮導\n[計] 輔助線",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:gun,gun,gʌn,n.|v.,n. 槍\n[醫] 槍,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:gym,gym,dʒim,n.,"n. +體育館, 體育訓練, 體育課, 體操",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:gymnasium,gymnasium,dʒim'neiziәm,n.,"n. 健身房, 體育館\n[醫] 體育館, 健身室, 運動場",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:haircut,haircut,'hєәkʌt,n.,"n. 理髮, (男子的)髮式",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hall,hall,hɒ:l,n.,"n. 門廳, 走廊, 會堂",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hamburger,hamburger,'hæmbә:gә,n.,"n. 漢堡(德國港口), 肉餅, 漢堡包, 純精牛肉, 漢堡牛排",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:handle,handle,hændl,n.|v.,"n. 柄, 把手, 把柄, 柄狀物, 手感\nvt. 觸控, 運用, 買賣, 處理, 操作\nvi. 搬運, 易於操縱\nn. 控制代碼\n[計] 控制代碼",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:handsome,handsome,'hænsәm,adj.,"a. 英俊的, 大方的, 慷慨的, 相當可觀的, 美觀的, 靈敏的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hardly,hardly,'hɑ:dli,adv.,"adv. 剛剛, 幾乎不, 勉強是",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:heaven,heaven,'hevn,n.,"n. 天堂, 上帝, 天空",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hero,hero,'hiәrәu,n.,"n. 英雄, 超越常人者, 男主角",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:heroine,heroine,'herәuin,n.,"n. 巾幗英雄, 烈婦, 女主角\n[化] 海洛因; 二醋嗎啡; 二乙醯嗎啡",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:highly,highly,'haili,adv.,"adv. 非常, 非常讚許地\n[電] 大大地",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:highway,highway,'haiwei,n.,"n. 公路, 大道, 捷徑\n[法] 公路, 大路",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hike,hike,haik,n.|v.,"n. 徒步旅行, 遠足, 漲價, 提高\nvi. 步行, 徒步旅行, 上升\nvt. 使高漲, 拉起",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hip,hip,hip,n.,"n. 臀部, 薔薇果, 憂鬱\na. 熟悉內情的\nvt. 使憂鬱, 給(屋頂)造屋脊\ninterj. 喝彩聲",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hippo,hippo,'hipәu,n.,n. 河馬\n[化] 吐根(的別名),,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hippopotamus,hippopotamus,.hipә'pɒtәmәs,n.,n. 河馬,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:historical,historical,hi'stɒrikәl,adj.,"a. 歷史的, 史實的, 歷史上的\n[法] 歷史性的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hole,hole,hәul,n.,"n. 孔, 洞, 穴, 漏洞\nvt. 挖洞, 掘坑\nvi. 進洞, 鑿洞",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hop,hop,hɒp,n.|v.,"n. 單腳跳, 跳躍, 舞會, 飛行\nvi. 單腳跳, 跳躍\nvt. 躍過, 跳上, 加蛇麻子於, 服麻醉藥\n[計] 跳躍式傳輸",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:host,host,hәust,n.,"n. 主人, 旅館老闆, 節目主持人\nvt. 當主人招待, 作...節目主持人\n[計] 主機, 宿主機",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hostess,hostess,'hәustis,n.,"n. 女主人, 女房東, 女老闆",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:huge,huge,hju:dʒ,adj.,"a. 極大的, 巨大的, 無限的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:human,human,'hju:mәn,adj.|n.,"n. 人, 人類\na. 人類的, 似人類的, 人性的, 有同情心的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:humble,humble,'hʌmbl,adj.,"a. 低下的, 謙遜的, 粗陋的\nvt. 使...卑下, 降低...地位, 貶抑",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hunt,hunt,hʌnt,n.|v.,"n. 狩獵, 追捕, 搜尋, 獵區\nvt. 狩獵, 打獵, 搜尋\nvi. 打獵, 獵食, 搜尋",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hunter,hunter,'hʌntә,n.,"n. 獵人, 獵犬, 追求者",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:hurry,hurry,'hʌri,n.|v.,"n. 匆忙, 急忙, 急促\nvt. 急派, 催促\nvi. 匆忙, 趕快",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:ideal,ideal,ai'diәl,adj.|n.,"n. 理想, 典範, 觀念, 思想, 最後目標\na. 理想的, 完美的, 空想的, 觀念的, 唯心論的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:identity,identity,ai'dentiti,n.,"n. 身份, 相同, 一致, 特性, 恆等式\n[計] (打)標記, 標識",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:ignore,ignore,ig'nɒ:,v.,"vt. 不理睬, 忽視, 駁回, 忽略\n[計] 忽略",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:ill,ill,il,adj.|adv.|n.,"n. 疾病, 壞事, 罪惡, 災難\na. 生病的, 邪惡的, 不吉利的, 敵意的, 不良的, 不順利的\nadv. 有害地, 不幸地, 幾乎不",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:image,image,'imidʒ,n.,"n. 影像, 肖像, 想象, 影象, 形象, 翻版\nvt. 作...的像, 反映, 想象, 象徵\nn. 影象\n[計] 圖象",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:imagine,imagine,i'mædʒin,v.,"vt. 想像, 設想, 猜測\nvi. 想像起來",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:importance,importance,im'pɒ:tәns,n.,"n. 重要, 重要性, 重要地位, 自大\n[機] 重要, 重要性",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:impressive,impressive,im'presiv,adj.,"a. 給人深刻印象的, 威嚴的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:improve,improve,im'pru:v,v.,"vt. 改良, 提高...的價值, 改善, 利用\nvi. 變得更好, 增加",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:improvement,improvement,im'pru:vmәnt,n.,"n. 進步, 改善, 利用\n[醫] 改善, 好轉, 進步",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:include,include,in'klu:d,v.,"vt. 包括, 把...算入, 包住\n[計] DOS內部命令:在CONFIG.SYS檔案的一個配置塊中包含另一配置塊的內容",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:income,income,'inkʌm,n.,"n. 收入, 收益, 流入\n[經] 收益",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:increase,increase,in'kri:s,n.|v.,"n. 增加, 增進, 利益\nvt. 增加, 加大\nvi. 增加, 繁殖",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:indeed,indeed,in'di:d,adv.,"adv. 的確, 實在, 真正地, 甚至",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:independence,independence,.indi'pendәns,n.,"n. 獨立, 自立, 自主\n[醫] 自主性, 獨立性",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:independent,independent,.indi'pendәnt,adj.,"n. 獨立自主者, 無黨派者\na. 獨立的, 有主見的, 不須依賴的, 不受約束的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:indicate,indicate,'indikeit,v.,"vt. 顯示, 象徵, 指示, 指出\n[醫] 指示",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:individual,individual,.indi'vidʒuәl,adj.|n.,"n. 人, 個人, 個體\na. 個別的, 個人的, 獨特的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:industry,industry,'indәstri,n.,"n. 勤勞, 工業, 企業, 產業, 有組織的勞動\n[經] 工業, 實業",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:influence,influence,'influәns,n.|v.,"n. 影響力, 權力, 勢力\nvt. 影響, 改變",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:ink,ink,iŋk,n.|v.,"n. 墨水, 墨汁\nvt. 塗墨水於, 簽署, 加墨水",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:insist,insist,in'sist,v.,"v. 堅持, 堅決主張, 強調",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:instance,instance,'instәns,n.,"n. 建議, 情況, 例子, 場合\nvt. 引以為例, 舉例說明",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:instant,instant,'instәnt,adj.|n.,"n. 立即, 瞬間\na. 緊急的, 立即的, 即時的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:instead,instead,in'sted,adv.,"adv. 作為替代, 反而",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:instruction,instruction,in'strʌkʃәn,n.,"n. 指令, 教導, 命令\n[計] 指令",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:instrument,instrument,'instrumәnt,n.,"n. 工具, 手段, 儀器\n[化] 儀器",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:internal,internal,in'tә:nәl,adj.,"a. 內在的, 國內的\n[醫] 內的, 內部的",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:international,international,.intә'næʃәnәl,adj.,a. 國際的\nn. 國別設定\n[計] 國別設定,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:internet,internet,'intәnet,n.,"[計] 因特網, 國際互連網, 網際網路, 互連網路, 廣域網",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:introduce,introduce,.intrә'dju:s,v.,"vt. 介紹, 引入, 採用, 輸入\n[法] 引進, 輸入, 介紹",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:introduction,introduction,.intrә'dʌkʃәn,n.,"n. 介紹, 傳入, 採用, 初步",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:iron,iron,'aiәn,adj.|n.|v.,"n. 鐵, 熨斗, 鐵器, 堅強, 烙鐵, 鐐銬\nvt. 燙平, 熨, 用鐵包\nvi. 燙平",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:jam,jam,dʒæm,n.|v.,"n. 果醬, 擁塞之物, 堵塞, 困境\nvt. 擠進, 使塞滿, 混雜, 壓碎, 使堵塞\nvi. 堵塞, 軋住, 擁擠",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:jog,jog,dʒɒg,n.|v.,"n. 輕推, 輕撞, 慢跑\nv. 輕推, (使)蹣跚行進, (使)慢跑",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:joint,joint,dʒɒint,adj.|n.,"n. 連線處, 接合, 關節\na. 共同的, 聯合的, 連線的, 合辦的\nvt. 連線, 接合, 使有接頭\nvi. 貼合, 長節",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:journal,journal,'dʒә:nәl,n.,"n. 日記, 雜誌, 日報\n[化] 軸頸",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:judge,judge,dʒʌdʒ,n.|v.,"n. 法官, 裁判員, 審判官, 鑑定人\nvt. 審理, 鑑定, 判斷, 判決, 裁定\nvi. 下判斷, 作評價",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:judgement,judgement,'dʒʌdʒmәnt,n.,"n. 審判, 判決, 判斷\n[經] 判定, 審定, 鑑定",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:judgment,judgment,'dʒʌdʒmәnt,n.,"n. 裁判, 宣告, 判決書\n[醫] 判斷",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:justice,justice,'dʒʌstis,n.,"n. 正義, 公平, 公正, 正確, 司法, 審判",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:keeper,keeper,'ki:pә,n.,"n. 監護人, 管理人, 看守人\n[機] 保管人, 看守人, 保持片",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:ketchup,ketchup,'ketʃәp,n.,n. 蕃茄醬,,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:kilogram,kilogram,'kilәgræm,n.,"n. 千克, 公斤\n[醫] 千克, 公斤",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:lack,lack,læk,n.|v.,"n. 缺乏, 無, 不足\nvt. 缺乏, 短少, 不足, 需要\nvi. 缺乏",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
ceec-108:level-2:lady,lady,'leidi,n.,"n. 淑女, 夫人, 女士, 貴婦",,,CEEC-108,2,,,,大考中心高中英文參考詞彙表（111學年度起適用）,LEVEL 2,官方清單,,,
